image,noise_type,denoising_method,strength,mu,psnr,ssim,output_path
yacht.ppm,gaussian,TV,0.1,0.001,30.988568477330944,0.3393662494129666,Testing2\yacht_gaussian_s0.1_m0.001_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.1,0.001,32.51740526156065,0.6330744563987407,Testing2\yacht_gaussian_s0.1_m0.001_MoreauYosida.png
yacht.ppm,gaussian,TV,0.2,0.002,30.054842025622804,0.23795485635529876,Testing2\yacht_gaussian_s0.2_m0.002_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.2,0.002,32.492655285063556,0.624383826617345,Testing2\yacht_gaussian_s0.2_m0.002_MoreauYosida.png
yacht.ppm,gaussian,TV,0.3,0.003,29.479979879276968,0.1897371094727134,Testing2\yacht_gaussian_s0.3_m0.003_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.3,0.003,32.57641282769217,0.6353624220151575,Testing2\yacht_gaussian_s0.3_m0.003_MoreauYosida.png
yacht.ppm,gaussian,TV,0.4,0.004,29.181645581032868,0.15931896850253657,Testing2\yacht_gaussian_s0.4_m0.004_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.4,0.004,32.561067641673176,0.6280988097938998,Testing2\yacht_gaussian_s0.4_m0.004_MoreauYosida.png
yacht.ppm,gaussian,TV,0.5,0.005,28.999275586093702,0.13757088569425688,Testing2\yacht_gaussian_s0.5_m0.005_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.5,0.005,29.75254449897443,0.18026520793341166,Testing2\yacht_gaussian_s0.5_m0.005_MoreauYosida.png
yacht.ppm,gaussian,TV,0.6,0.006,28.902679898098395,0.12324624094947544,Testing2\yacht_gaussian_s0.6_m0.006_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.6,0.006,29.82683484524106,0.18676401968946443,Testing2\yacht_gaussian_s0.6_m0.006_MoreauYosida.png
yacht.ppm,gaussian,TV,0.7000000000000001,0.007,28.769734371654714,0.11253444483130427,Testing2\yacht_gaussian_s0.7_m0.007_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.7000000000000001,0.007,29.91640643183711,0.1941354896989033,Testing2\yacht_gaussian_s0.7_m0.007_MoreauYosida.png
yacht.ppm,gaussian,TV,0.8,0.008,28.66037262730588,0.1041385694211213,Testing2\yacht_gaussian_s0.8_m0.008_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.8,0.008,29.926284448535434,0.1963084991011482,Testing2\yacht_gaussian_s0.8_m0.008_MoreauYosida.png
yacht.ppm,gaussian,TV,0.9000000000000001,0.009000000000000001,28.565328430876985,0.09508438847360427,Testing2\yacht_gaussian_s0.9_m0.009_TV.png
yacht.ppm,gaussian,Moreau-Yosida,0.9000000000000001,0.009000000000000001,30.0115343141023,0.20445630374115925,Testing2\yacht_gaussian_s0.9_m0.009_MoreauYosida.png
yacht.ppm,gaussian,TV,1.0000000000000002,0.010000000000000002,28.473005763562014,0.08821341235648568,Testing2\yacht_gaussian_s1.0_m0.010_TV.png
yacht.ppm,gaussian,Moreau-Yosida,1.0000000000000002,0.010000000000000002,30.021732669730298,0.20685780545722593,Testing2\yacht_gaussian_s1.0_m0.010_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.1,0.001,29.779663656325056,0.23166976897081612,Testing2\lighthouse_salt_pepper_s0.1_m0.001_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.1,0.001,29.658630872962192,0.18638766143038346,Testing2\lighthouse_salt_pepper_s0.1_m0.001_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.2,0.002,29.350062677460866,0.14452041608780447,Testing2\lighthouse_salt_pepper_s0.2_m0.002_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.2,0.002,29.673816612794436,0.18973280292482317,Testing2\lighthouse_salt_pepper_s0.2_m0.002_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.3,0.003,29.139530672143565,0.10733412898499019,Testing2\lighthouse_salt_pepper_s0.3_m0.003_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.3,0.003,29.671710347838555,0.18785881404569663,Testing2\lighthouse_salt_pepper_s0.3_m0.003_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.4,0.004,29.021034820447213,0.08498878017554377,Testing2\lighthouse_salt_pepper_s0.4_m0.004_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.4,0.004,29.694463044016793,0.19365148620408434,Testing2\lighthouse_salt_pepper_s0.4_m0.004_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.5,0.005,28.945639541221823,0.06871701480731052,Testing2\lighthouse_salt_pepper_s0.5_m0.005_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.5,0.005,29.611666162838688,0.17226101503346097,Testing2\lighthouse_salt_pepper_s0.5_m0.005_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.6,0.006,28.90369269113357,0.05796237252377841,Testing2\lighthouse_salt_pepper_s0.6_m0.006_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.6,0.006,29.69844820816428,0.19371428529088375,Testing2\lighthouse_salt_pepper_s0.6_m0.006_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.7000000000000001,0.007,28.881507148057324,0.05180850738536319,Testing2\lighthouse_salt_pepper_s0.7_m0.007_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.7000000000000001,0.007,29.706954147302177,0.19365213448397348,Testing2\lighthouse_salt_pepper_s0.7_m0.007_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.8,0.008,28.850804063367164,0.04741586968689357,Testing2\lighthouse_salt_pepper_s0.8_m0.008_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.8,0.008,29.690554845250198,0.1911525318890263,Testing2\lighthouse_salt_pepper_s0.8_m0.008_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,0.9000000000000001,0.009000000000000001,28.818780660563363,0.04304786180784482,Testing2\lighthouse_salt_pepper_s0.9_m0.009_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.69495748650121,0.19125971400712605,Testing2\lighthouse_salt_pepper_s0.9_m0.009_MoreauYosida.png
lighthouse.pgm,salt_pepper,TV,1.0000000000000002,0.010000000000000002,28.785534961886007,0.039852046025522656,Testing2\lighthouse_salt_pepper_s1.0_m0.010_TV.png
lighthouse.pgm,salt_pepper,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.713061157314222,0.19794346752481282,Testing2\lighthouse_salt_pepper_s1.0_m0.010_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.1,0.001,29.965721735955317,0.24953587639772615,Testing2\lighthouse_gaussian_s0.1_m0.001_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.1,0.001,30.850749355996435,0.5545845292960816,Testing2\lighthouse_gaussian_s0.1_m0.001_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.2,0.002,29.49616045977139,0.15606645543773778,Testing2\lighthouse_gaussian_s0.2_m0.002_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.2,0.002,29.575692184434104,0.14085277179349173,Testing2\lighthouse_gaussian_s0.2_m0.002_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.3,0.003,29.271963907547786,0.11655773432424102,Testing2\lighthouse_gaussian_s0.3_m0.003_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.3,0.003,29.57403484390978,0.14365250274116817,Testing2\lighthouse_gaussian_s0.3_m0.003_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.4,0.004,29.12349410348867,0.09178552071870476,Testing2\lighthouse_gaussian_s0.4_m0.004_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.4,0.004,29.61712100382353,0.14948517906273953,Testing2\lighthouse_gaussian_s0.4_m0.004_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.5,0.005,29.042365790260906,0.07540223214611613,Testing2\lighthouse_gaussian_s0.5_m0.005_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.5,0.005,29.6320913451778,0.15339805597456665,Testing2\lighthouse_gaussian_s0.5_m0.005_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.6,0.006,28.987463933959788,0.06308680220526841,Testing2\lighthouse_gaussian_s0.6_m0.006_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.6,0.006,29.640099038358493,0.15482773074378117,Testing2\lighthouse_gaussian_s0.6_m0.006_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.7000000000000001,0.007,28.946774699989795,0.055658322084970124,Testing2\lighthouse_gaussian_s0.7_m0.007_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.7000000000000001,0.007,29.652331760389245,0.160332793943966,Testing2\lighthouse_gaussian_s0.7_m0.007_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.8,0.008,28.922920714198806,0.05201787141361151,Testing2\lighthouse_gaussian_s0.8_m0.008_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.8,0.008,29.66697982069863,0.16351692068085671,Testing2\lighthouse_gaussian_s0.8_m0.008_MoreauYosida.png
lighthouse.pgm,gaussian,TV,0.9000000000000001,0.009000000000000001,28.86560651905279,0.045353704636168425,Testing2\lighthouse_gaussian_s0.9_m0.009_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.680307465853353,0.16623667069537765,Testing2\lighthouse_gaussian_s0.9_m0.009_MoreauYosida.png
lighthouse.pgm,gaussian,TV,1.0000000000000002,0.010000000000000002,28.85362589726837,0.043421978074212504,Testing2\lighthouse_gaussian_s1.0_m0.010_TV.png
lighthouse.pgm,gaussian,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.698397580729676,0.17141170525309177,Testing2\lighthouse_gaussian_s1.0_m0.010_MoreauYosida.png
